id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,sector
139160,on,2020,netzero,ref,high,ref,ref,yes,low,39.9416838,residential buildings
139223,on,2020,netzero,low,high,ref,ref,yes,low,39.93683524,residential buildings
139286,on,2020,netzero,high,high,ref,ref,yes,low,39.9460961,residential buildings
139349,on,2020,netzero,ref,high,low,ref,yes,low,39.9416838,residential buildings
139412,on,2020,netzero,low,high,low,ref,yes,low,39.93683524,residential buildings
139475,on,2020,netzero,high,ref,low,ref,no,low,39.94524669,residential buildings
139538,on,2020,netzero,high,high,low,ref,yes,low,39.9460961,residential buildings
139601,on,2020,netzero,ref,high,high,ref,yes,low,39.9416838,residential buildings
139664,on,2020,netzero,low,high,high,ref,yes,low,39.93683524,residential buildings
139727,on,2020,netzero,high,high,high,ref,yes,low,39.9460961,residential buildings
139790,on,2020,netzero,ref,ref,ref,low,no,low,39.94084589,residential buildings
139853,on,2020,netzero,low,ref,ref,low,no,low,39.93592591,residential buildings
139916,on,2020,netzero,high,ref,ref,low,no,low,39.94524669,residential buildings
139979,on,2020,netzero,ref,ref,low,low,no,low,39.94084589,residential buildings
140042,on,2020,netzero,low,ref,low,low,no,low,39.93592591,residential buildings
140105,on,2020,netzero,high,ref,low,low,no,low,39.94524669,residential buildings
140168,on,2020,netzero,ref,ref,high,ref,no,low,39.94084589,residential buildings
140231,on,2020,netzero,ref,ref,high,low,no,low,39.94084589,residential buildings
140294,on,2020,netzero,low,ref,high,low,no,low,39.93592591,residential buildings
140357,on,2020,netzero,high,ref,high,low,no,low,39.94524669,residential buildings
140420,on,2020,netzero,ref,ref,ref,low,yes,low,39.94084589,residential buildings
140483,on,2020,netzero,low,ref,ref,low,yes,low,39.93592591,residential buildings
140546,on,2020,netzero,high,ref,ref,low,yes,low,39.94524669,residential buildings
140609,on,2020,netzero,ref,ref,low,low,yes,low,39.94084589,residential buildings
140672,on,2020,netzero,low,ref,low,low,yes,low,39.93592591,residential buildings
140735,on,2020,netzero,high,ref,low,low,yes,low,39.94524669,residential buildings
140798,on,2020,netzero,ref,ref,high,low,yes,low,39.94084589,residential buildings
140861,on,2020,netzero,low,ref,high,ref,no,low,39.93592591,residential buildings
140924,on,2020,netzero,low,ref,high,low,yes,low,39.93592591,residential buildings
140987,on,2020,netzero,high,ref,high,low,yes,low,39.94524669,residential buildings
141050,on,2020,netzero,ref,low,ref,low,no,low,39.9402285,residential buildings
141113,on,2020,netzero,low,low,ref,low,no,low,39.93456649,residential buildings
141176,on,2020,netzero,high,low,ref,low,no,low,39.94421337,residential buildings
141239,on,2020,netzero,ref,low,low,low,no,low,39.9402285,residential buildings
141302,on,2020,netzero,low,low,low,low,no,low,39.93456649,residential buildings
141365,on,2020,netzero,high,low,low,low,no,low,39.94421337,residential buildings
141428,on,2020,netzero,ref,low,high,low,no,low,39.9402285,residential buildings
141491,on,2020,netzero,low,low,high,low,no,low,39.93456649,residential buildings
141554,on,2020,netzero,high,ref,high,ref,no,low,39.94524669,residential buildings
141617,on,2020,netzero,high,low,high,low,no,low,39.94421337,residential buildings
141680,on,2020,netzero,ref,low,ref,low,yes,low,39.9402285,residential buildings
141743,on,2020,netzero,low,low,ref,low,yes,low,39.93456649,residential buildings
141806,on,2020,netzero,high,low,ref,low,yes,low,39.94421337,residential buildings
141869,on,2020,netzero,ref,low,low,low,yes,low,39.9402285,residential buildings
141932,on,2020,netzero,low,low,low,low,yes,low,39.93456649,residential buildings
141995,on,2020,netzero,high,low,low,low,yes,low,39.94421337,residential buildings
142058,on,2020,netzero,ref,low,high,low,yes,low,39.9402285,residential buildings
142121,on,2020,netzero,low,low,high,low,yes,low,39.93456649,residential buildings
142184,on,2020,netzero,high,low,high,low,yes,low,39.94421337,residential buildings
142247,on,2020,netzero,ref,ref,ref,ref,yes,low,39.94084589,residential buildings
142310,on,2020,netzero,ref,high,ref,low,no,low,39.9416838,residential buildings
142373,on,2020,netzero,low,high,ref,low,no,low,39.93683524,residential buildings
